	win	date	time	titles	reviews
74	2020-08-26	2020-08-26	21:08:00	굿바이, 라이온즈..35년간 즐거웠다 	그러나 홍순탁, 허삼영, 김한수, 류중일....단장과 감독들...진절머리 난다...절이 싫으면 중이 떠나야 
75	2020-08-26	2020-08-26	21:08:00	금요일에 심창민 복귀하면 최지광 2군 보내자.. 	쉬어야 할것 같다. 
76	2020-08-26	2020-08-26	21:07:00	불지광 	저거 조내라 
77	2020-08-26	2020-08-26	21:07:00	라모스 잘한다 	라모스멋지네 멋저..ㅎ 
78	2020-08-26	2020-08-26	21:07:00	유강남 상성전 타율 8할정도 안되나 	나올때마다홈런 안타 치던데 
79	2020-08-26	2020-08-26	21:07:00	아무렇지도 않다는 최지광의 표정 	삼성은 왜 아이들이 표정이 다 이런가 
80	2020-08-26	2020-08-26	21:07:00	1회5득..4점차리드에서 투수 7명 있는대로다쓰고 역전패 푸하하 	웃음밖에안나온다허삼영씨 
81	2020-08-26	2020-08-26	21:06:00	오승환 나올 기회 잃었네 	이렇게 역전패 하는 경기가 더 열받는다. 
82	2020-08-26	2020-08-26	21:06:00	잘한다 잘해 	한점만 리드해도 이긴다 앨지야. 그치만 한 8점 내버려라. 
83	2020-08-26	2020-08-26	21:06:00	땅꼬마 최지광 말아묵네 	역시 투수든 타자든 멸치들은 믿을게 못된다 
84	2020-08-26	2020-08-26	21:06:00	유강남 저거 삼성전 홈런갯수 	도대체 몇개냐 볼때마다 홈런처대네 
85	2020-08-26	2020-08-26	21:06:00	삼성은 5회이전과 이후 감독을 2명으로 해야한다 	 8회 한달동안 매경기 5회이전 점수내고 6회이후로 점수 내지 못한다 5회이전 앞서다 6회이후 역전패한 경기가 수없이 많고 역전승한 경기는 단1번도 없다 현감독은 5회이전 초반만 감독하고 6회이후는 다른사람에게 지휘봉 넘겨라   
86	2020-08-26	2020-08-26	21:05:00	오승환 투입했어야지 	에휴 
87	2020-08-26	2020-08-26	21:05:00	삼영아 연봉이욕심나니 	그만두라 
88	2020-08-26	2020-08-26	21:05:00	참 부럽다 저런 타자들이 있는 LG가 	삼성은 한사람도 없다 
89	2020-08-26	2020-08-26	21:05:00	삼성 야구 졸.라잘한다 	귀신같이 역전당하네 
90	2020-08-26	2020-08-26	21:05:00	예상을 빗나가지를 않네 	무슨 반전이 없냐 
91	2020-08-26	2020-08-26	21:04:00	최지광은 	안된다. 결국 이렇게 깨지네. 
92	2020-08-26	2020-08-26	21:04:00	불지광 	저건 죄다 정면승부해서 불처지르네 
93	2020-08-26	2020-08-26	21:04:00	용병이나 팀내기대주나 	최소 30게임 100타석은지나봐야. 아는것..팔카도 더지켜바야될듯..이성규는 더안바도됨. 
94	2020-08-26	2020-08-26	21:04:00	8회 고비를 넘지 못하네요.. 역시나. 	3루 이원석 수비가 아쉬운 8회네요.. 
95	2020-08-26	2020-08-26	21:00:00	최지광또불지런다 	불안불안 
96	2020-08-26	2020-08-26	20:56:00	이제 이기려면 	점수 안주는 방법 밖에 없다. 더이상 득점은 불가. 
97	2020-08-26	2020-08-26	20:56:00	이성규빼고 이성곤 주전 기용하라 	팔카도 멸치 모드로 가는가? 
98	2020-08-26	2020-08-26	20:55:00	용병이나 팀내기대주나 	최소 30게임 100타석은지나봐야. 아는것..팔카도 더지켜바야될듯..이성규는 더안바도됨. 
99	2020-08-26	2020-08-26	20:55:00	구푼이 팔푼이 	친구해라 
100	2020-08-26	2020-08-26	20:53:00	헌곤이는 진짜 머리가 너무 나쁘다 	열심히는 하는거 같은데 
101	2020-08-26	2020-08-26	20:53:00	참 존재감 없다 	구자욱. 팔카 저것도 서서히 별 볼일 없는쪽으로 기울어가네. 
102	2020-08-26	2020-08-26	20:52:00	8회가 고비다. 타순이 2.3.4번 감현수 나오고 	최지광이 잘막아야 되는데현수는 승부 어렵게 해라 볼냇 주더라도그 앞 2명은 아웃 사키고 8회만 막으면 9회 오승환은 믿는다. 
103	2020-08-26	2020-08-26	20:51:00	매번 똑같은 패턴 연속상영 	1회반짝 그다음은 무사1.2루에도 무득점으로 빌빌거림.매 번 똑같은 현상이 반복 발생하니 8성이 될 수밖에 더 있겠나. 
104	2020-08-26	2020-08-26	20:47:00	처음에삼영 이감독발표할때뭐지햇는데역시 	야구전력분석만잘하면감독할수있나현장경험이미천한데 
105	2020-08-26	2020-08-26	20:45:00	데이타 야구 	데이타를 중시하는 허감독이 헌곤이 뒤에 희플도 못치는 지찬이가 있고 2할도 되지 않는 성규가 있는데 오늘 홈런을 친 헌곤에게 번트를 대게하네. 정말 대단한 감독이다. 지난번 무사1.2루에서 민호에게 번트대고 시원하게 게임 말아 먹고도 전철을 밟고 있네 
106	2020-08-26	2020-08-26	20:44:00	이성규 퇴출 	내년에 FA로 거포 1루수 데려오고 이성규는 보상선수로~~ 
107	2020-08-26	2020-08-26	20:43:00	불펜들은 절대로 볼넷 주지마라.. 	볼넷주면그다움 홈런 역전패다.. 
108	2020-08-26	2020-08-26	20:43:00	이성규..어쩜 매번 저러냐.. 	재수없게..득점권 타석은 더럽게 많네..기대가 1도 안된다.. 정말 더 이상 안보고 싶다.. 
109	2020-08-26	2020-08-26	20:42:00	잡중1리 운빨은 이민호도 물려 받았네 	입 벌리고 넙죽 받았먹기나 하고 주전편애로 지성적만 내고 멸치만 남기고 먹튀한 쳐중1리 내년에 안보게 해다오 
110	2020-08-26	2020-08-26	20:41:00	이성규 진짜 너무하네 	이성규 타격도 안되면서 계속 방맹이 급하게 나가고 흐름 다 죽이네.허삼영 이거는 무슨생각으로 8번 9번 보너스 타자들 믿고 김헌곤한테 번트를 지시해서 아웃카운트만 올리냐.. 
111	2020-08-26	2020-08-26	20:41:00	비 안오는한 백프로졌다.. 무사 1.2루에서 1점도 못내고 	김헌곤 번트가 실수다.. 다음타자가 김자찬.이성규 구멍둘만 있는데 차라리 김헌곤에게 강공 했어여지감독 머리 돌 
112	2020-08-26	2020-08-26	20:41:00	이성규를 계속 기용하는 이유를 아시는 분? 	찬스 못 살리고 1루가서 또 실실 웃노? 
113	2020-08-26	2020-08-26	20:41:00	영진아 빨리와 	이성규는 먹는밥도아깝다 
114	2020-08-26	2020-08-26	20:41:00	휴 	진짜 이성규가 답일까 좀 더 조련하던지 하면 안되것나 
115	2020-08-26	2020-08-26	20:41:00	성규좀빼라 	답답하다삼영아 
116	2020-08-26	2020-08-26	20:39:00	김지찬 뒷다리에 힘좀 주고 장타 연습좀 해라 	외야 수비를 넘길수가 없으니 전력상 큰 차질이 있다 
117	2020-08-26	2020-08-26	20:39:00	지금고교야구하나 	아님 초딩야구가 
118	2020-08-26	2020-08-26	20:37:00	다음이님 실점이다 	이번회 추가점못냄 
119	2020-08-26	2020-08-26	20:34:00	김헌곤에게 왜 번트를 시키니. 홈런 친 타자에게.. 	다음타자 김지찬에게 희플을 노리냐. 말도 안되개. 
120	2020-08-26	2020-08-26	20:20:00	니기럴 멸치들 보이 기적 아니면 중1리한테 역전패 가나 	팔카도 멸치화 다 되었뿌네불펜들이 나머지 무실점 가능하겠나우규민,김윤수는 어디 갔뿐노이럴때 2이닝 무실점 인생투 해보 지쳐중1리 좀깨부셔라 
121	2020-08-26	2020-08-26	20:19:00	이민호 	장점이 많다. 투구하는모든공이낮다 이건정말좋은장점두번째로 모든공이 낮은대또 가라앉는공도있다..커브도 높은곳에서 떨어지는게없고모든공이 낮게형성된다좋은투수다..포크볼연마한다면. 국내리그다먹을듯.. 
122	2020-08-26	2020-08-26	20:19:00	어떻게 맨날 똑같이 	1,2회 반짝하고 그 다음은 완전 죽쑤나. 지겹다 지겨워. 
123	2020-08-26	2020-08-26	20:11:00	다 같이 비가 엄청 오기만을 기도해요.. 	강우콜드로 한번 이겨보자. 
124	2020-08-26	2020-08-26	20:07:00	일단 5회는 넘겼다.. 	5회말에2점만 내자.. 
125	2020-08-26	2020-08-26	20:04:00	감독자질 	감독으로서 점수를 준다면50점이면 후한 점수 일까요프로야구 출범후최악의 감독 
126	2020-08-26	2020-08-26	20:04:00	허삼영씨 허윤동은 선발이라치고..홍정우 임현준 이승현 	고생하는거 알겠는데 냉정히 저3명이 박빙인 지금시점에 반드시 이길려는 필승카드냐?삼성이 4점씩 리드하고간 게임이 몇경기나되는데?오늘은 무조건 필승으로 겜해야는거아니냐? 
127	2020-08-26	2020-08-26	20:02:00	성규야 처음부터 쎄리라 	 멍청이 쳐다보고있지말고 처음부터 존안에 들어오면 기다리지말고 쎄리라 그러면 투수들이 초구부터 스트라이크 못던진다 초구 이구 따지지말고 처음부터 쳐라  지금까지보면 2스트라이크 먹고 볼을 칠려고 따라다닌다  
128	2020-08-26	2020-08-26	20:02:00	지고싶다 	너무 지고싶다고 몸부림치는허 쌍 영 !!! 
129	2020-08-26	2020-08-26	20:01:00	쎄하다 2회부터 폭풍 삼자범퇴.. 	한명도 출루를못해.. 
130	2020-08-26	2020-08-26	20:01:00	삼영아, 2급 선수 데리고 장난치지 마라 	 2급 투수 투입해서 이겨주면 얼마나 좋겠노? 허윤동, 홍정우, 강지훈 얘들 가지고 이기면 지금 삼성은 1위 달리고 있겠지 괜히 1군에 데리고 다니면서 게임 잃고, 애들 힘들게 하지말고  2군에서 착실히 훈련이나 시키지 그라고, 너 시험 시즌 끝날 때까지 할 꺼니.......     
131	2020-08-26	2020-08-26	19:57:00	정말..신기한놈들일쎄...한심한것들 	1회- 1번~9번5점내고... 2.3.4회 1~9번모조리 삼자범퇴...뭐이런..신기한놈들이 다있나..5점 내고 전부 휴식모드네..이러니 이길수 있나 
132	2020-08-26	2020-08-26	19:57:00	이성규는 	아무리 긍정적으로 볼려고노력을 해봐도좋은게 하나가없다..정말 이건괜찮다 하는게없다..프로선수가 저러기도쉽진않다.. 
133	2020-08-26	2020-08-26	19:57:00	허윤동, 홍정우, 임현준을 올린다 : 지겠다는 이야기 	답이 없네 
134	2020-08-26	2020-08-26	19:56:00	1루수볼선수가없어서성규내보냇나삼영아 	성규타율이2활도안된다 자ㅆㅇ 
135	2020-08-26	2020-08-26	19:55:00	상대편 투수 투구수를 극단적으로 줄여주는 바보 멸치 타선 	상대팀 투수의 기를 한껏 살려주네타자당 공을 3개만 던지면 되게 만드니.. 
136	2020-08-26	2020-08-26	19:54:00	추가점 안나고 동점 	되면 게임패한다. 
137	2020-08-26	2020-08-26	19:53:00	비안오면 졌네 	우째던동 비나와라. 
138	2020-08-26	2020-08-26	19:52:00	게임을하면 	복기도하고모든상황생각해서대처할 자원들대기시키고한이닝한이닝 생각해서 투수들그날컨디션채크하고상대타자에따라볼배합도 달리하고 머 좀안되나매번같은 패턴으로 승부에세계서살아남을줄아는지..아님컴터가주는대로 그냥하니매번 힘든거다 
139	2020-08-26	2020-08-26	19:52:00	필승조 무리해서라도 총동원해서 중1리 때려잡자 	헌정 경기 하지마라 30아멸치타자들 봐서는 추가 1득점도 힘들다 
140	2020-08-26	2020-08-26	19:50:00	지고 있는 경기는 악착같이 투수운명 하더만 	이겨야만하는 스코어 경기는 왜 거저 먹을라고 하나감독 진짜 납득 안되는 일 반복하네 
141	2020-08-26	2020-08-26	19:50:00	김지찬 	야는 1루로 똑바로 제대로 송구 하는게 없네불안하다 불안해 정 1군데리고 있구 싶으면 경기 끝나고매일펑고 100개식시켜라 
142	2020-08-26	2020-08-26	19:49:00	홈런맞았어도 	허윤동보단홍정우가쬐끔났다고봄 
143	2020-08-26	2020-08-26	19:47:00	김대우가 아니고 홍정우네요.. 이해가 안되요. 	홈런 맞고.. 5대4 언제 역전 당할까 조마조마 하네 
144	2020-08-26	2020-08-26	19:47:00	포크볼 연속3개. 홈런맞네 	다음타자는 직구만 던져서 삼진..이런 리드가 맞는건가.. 
145	2020-08-26	2020-08-26	19:47:00	심창민 권정웅 	올려라 
146	2020-08-26	2020-08-26	19:47:00	또졋네 삼영아 삼영아 	삼영아감독맞나 이런투수들데리고1점지킬수있나 
147	2020-08-26	2020-08-26	19:45:00	스트라이크밖에 못던져서 계속 안타맞는놈 보고싶다 	볼질보다 덜답답할듯 
148	2020-08-26	2020-08-26	19:45:00	이기고있는데? 	허씨오늘이기기싫다 
149	2020-08-26	2020-08-26	19:38:00	투수 좀 쉬게 공격은 제발 최소한 5분을 끌어줘요~~ 	윤동이 화장실 갈 시간도 안 주는 공격잘 치지도 못하면서 3구내 타격 
150	2020-08-26	2020-08-26	19:38:00	1회 대량득점후 또 마구잡이 멸치타격질 	저러니 꼴찌지 투수 빨리 교체하고 벌떼 불펜야구해서 중1리 때려잡아라 낼부터 연패해도 괜찮다 
151	2020-08-26	2020-08-26	19:38:00	3회에던진 19개중에 	타격한거 4개빼고 파울없고스트라이크가 3개..볼이 12개면사회인야구수준인데 ..진정 이런투수밖에 없냐..양창섭은 2군에서 도대체 머하고있냐 
152	2020-08-26	2020-08-26	19:37:00	어제부터 이야기 하지만 엘지는 김현수만 막으면 이긴다. 	다른 선수들은 안타 못친다.. 빨리 투수교체 하고. 허윤동은 너무너무 약하다. 김대우 올려라 
153	2020-08-26	2020-08-26	19:36:00	허윤동 	원바운드 던지는 연습부터해야 되겠네 
154	2020-08-26	2020-08-26	19:36:00	어디서 저런 똥볼러 수집했노 	150 김윤수처럼 등빨강속구 투수 델고 와야지스트라잌도 제대로 못던지는넘 빨리 군대 보내고 구속 145 못 끌어올리면 
155	2020-08-26	2020-08-26	19:33:00	못봐주겠다..허윤동 바꿔라.. 	볼질 남발에..김현수한테 큰거 한방.. 이제 이런 패턴..지겨워서 못봐주겠다..5회전에 역전당해서..콜드패 당하기전에 빨리 바꿔라 
156	2020-08-26	2020-08-26	19:33:00	오늘 이길생각 조금이라도 있거든 다음회부터 다른 투수로 바꿔라. 	벌써 2점차로 좁혀졌지만 그나마 이길생각있으면 빨리 투수 바꿔라. 그리고 계투로 계속 가라. 
157	2020-08-26	2020-08-26	19:33:00	공을 	길게 끌고 나와 어깨를 완전 내려야 
158	2020-08-26	2020-08-26	19:32:00	역시 김상수다 	니는 오늘 자동아웃 되어도된다할일 다했다 
159	2020-08-26	2020-08-26	19:32:00	윤동이는 참 인상도 마음 아프게 생겼다. 애처럽다 	좀 씩씩하고 열기에 찬 표정을 보여주면 좋으련만 
160	2020-08-26	2020-08-26	19:32:00	에휴 맘편히보나했드만..징하다징해 	볼넷 다음 쾅..징그럽다 징그러워 에휴 
161	2020-08-26	2020-08-26	19:31:00	허윤동 	얘는 닞은 공 못던지네 이래서 안됨 
162	2020-08-26	2020-08-26	19:31:00	내야플라이 무조건 김상수 잡아라 	원래는 유격수가 1순위지만불안하다김상수10년째인가 플라이공놓치는것아직 한번도 못 봤다 
163	2020-08-26	2020-08-26	19:30:00	빼라 	아직좀 더 가꿔야겠다 저높은볼 안건드리면 다 볼넷이다 왜 볼이 높아지는건지 정인욱이 안보이나 매번 볼이 놉케 나오는데짜증난다 
164	2020-08-26	2020-08-26	19:30:00	어제부터 김현수는 볼넷 주라니깐 홈런 맞네요.. 	그것도 제일 안좋게 볼냇 뒤애 홈런.. 허윤동 바꾸자.. 
165	2020-08-26	2020-08-26	19:29:00	내야플라이 무조건 김상수 잡아라 	원래는 유격수가 1순위지만불안하다김상수10년째인가 플라이공놓치는것아직 한번도 못 봤다 
166	2020-08-26	2020-08-26	19:29:00	허윤동이 윤성환보다 나은건 	나이가어린거그거말곤없음!!! 
167	2020-08-26	2020-08-26	19:26:00	팔카는 왜 타석에서 떨어져 보이나? 인코스에 약한가? 	옛날 타격달인 장효조도 상당히 떨어져서 타격을 했으나 안타제조기였다 아웃코스에 약할텐데 알 수 없는 것이 야구 
168	2020-08-26	2020-08-26	19:26:00	볼질대마왕 조기교체 준비해라 낼은 없다 	아리랑볼러가스트라잌을 못 던지는건 불치병이가, 새가슴이가 쳐맞더라도 스트라잌 남발 해바라 
169	2020-08-26	2020-08-26	19:24:00	잔멸치 앞으로 제발 공 가지마라 	겁난다 
170	2020-08-26	2020-08-26	19:24:00	상수는 까지말자요 	수비로잘해주고있으니~아직마음이좋지않을겁니다타계도다시불붙을거입니다 
171	2020-08-26	2020-08-26	19:23:00	투수가2군에도없는거임? 	하위권 몇년씩놀면서누굴뽑은건지 
172	2020-08-26	2020-08-26	19:19:00	팔카야 	주심시키랑 쥐시키들참교육좀시켜줘라 
173	2020-08-26	2020-08-26	19:17:00	구푼아 	경기중에는 상대투수한테 저런짓 안해도 된다.ㅉㅉ.니카 뭐 잘못했는데? 
174	2020-08-26	2020-08-26	19:13:00	올시즌은 중1리 야구판에서 사라지게 하면 만족 	투타 멸치만 픽업해 팀몰락의 원흉,일등공신중1리 계약마지막해란다 
175	2020-08-26	2020-08-26	19:09:00	허윤동 불안은 하지만 윤성환보단 낫다 	분명히 구위는 이민호가 허윤동보다 한수 윈데 투아웃에 계속 안타를 맞네 참 알 수 없는 것이 야구 1회 맹구형의 파울 홈런이 다행이었다 
176	2020-08-26	2020-08-26	19:06:00	허삼영. 	윤동이5회까지 승리투수해준다고안좋은대 고집부리지마라..빠르게교체해야한다 
177	2020-08-26	2020-08-26	19:05:00	이경기 5회는 마치고 비가와서 강우콜드승 해야되는데.. 	비야 조금만 더 참고 5회이후 내려라 
178	2020-08-26	2020-08-26	19:03:00	헌곤아 	오늘은 병살처라삼진도 당해라오늘은 용서하마.그렇게 공뛰위야 하는거다 
179	2020-08-26	2020-08-26	18:58:00	허삼영 이 시  밤 	너때매 개 잣같은 쥐생키 유 광남인지쓰레 기 가 삼성선수무시한다이 호구시키야 
180	2020-08-26	2020-08-26	18:54:00	엘지 3루수 	허삼영이감독이었음 바로 교체다 
181	2020-08-26	2020-08-26	18:49:00	투수가 그리없나...허윤동을 또 봐야하나.. 	다시는 허윤동 안보기를 바랬건만....오늘도 가망없네..같은 고졸신인이라도..이민호에겐 한참 수준 떨어진다.삼성 프론트는 선수보는 눈도..장님인듯.. 
182	2020-08-26	2020-08-26	18:47:00	이민호 저거 	쥐한텐 스트도잘주네쥐들이또작업했구만 
183	2020-08-26	2020-08-26	18:46:00	심판님들 돈받고 심판보자나잘보소 	삼성 화이팅 가을 야구가자정신차리고. 잘하자 돈받고 야구하자나 프로답게잘하소 
184	2020-08-26	2020-08-26	18:45:00	삼성 실력으로는 	어제 이겼으면 할거 다한 거다. 오늘은 부담없이 해라. 팬들도 별 기대 안한다. 니들이 뭐 연승할 깜이 되기는 하냐? 
185	2020-08-26	2020-08-26	18:45:00	근데 	투수나 타자나왜들진심멸치들만 드글거리나스카우터들 다짤라라타팀은피치컬좋은투타만 잘뽑는데 
186	2020-08-26	2020-08-26	18:44:00	허윤동 	하이패스볼이 많다고하나 늘 생각하지만 너무 높아 볼이 많아 보는게 신경쓰임 조정이필요할듯 
187	2020-08-26	2020-08-26	18:44:00	1군에 쓸 투수가 고졸 신인 밖에 없다는 한심한 현실 	허윤동..니가 고생이 많다 
188	2020-08-26	2020-08-26	18:43:00	심판새 끼  들 	비도판독두딱보이는데도 시간끌고 2-2에서공스트 인데볼이라하고쥐들이또조공했나? 
189	2020-08-26	2020-08-26	18:42:00	판독실이나 	심판들이나 왜이럴까? 
190	2020-08-26	2020-08-26	18:38:00	구자욱 저거 	수비가 참 구멍이구만. 도대체 잘하는게 뭐지? 
191	2020-08-26	2020-08-26	18:37:00	이성규김동엽 	이두선수는. 기술적훈련이필요하다고 보진않습니다이두선수들은. 기본중에기본인볼과스트라익을 눈뜨고 골라낼수있는 훈련부터 시작해야합니다초등학교.가서 고르고 됬다싶음중학교가서 섭렵하고됬다싶음고등학교가서하고 그다음 2군서섭렵하고 그다음이 기술훈련을하던해야지..지금으로선 선구안 발전없음그어떤 교정도 백약이무효입니다팬분들은 거포자원말씀하시는대솔직히저는 가능성없다고봅니다1군기회줄만큼줬고 그런대 벌전가능성이 안보입니다..1군투수에겐 절대로버틸수없다고봅니다 
192	2020-08-26	2020-08-26	18:36:00	구자욱김헌곤자리바까라 	왜자기자리안하고바꿔서기록되지않는실책을해 
193	2020-08-26	2020-08-26	18:36:00	윤동이 실점이 아니다 	자욱이와 주심의 합작 실점이다. 
194	2020-08-26	2020-08-26	18:35:00	구자욱 유망주에서 스스히 멀어져가나 ? 	타격도 난조를 보이고 .요즘 수비는 너무 못하고 있어서 앞으로 성장 가능성이 현저히 떨어지네요..요즘 구자욱 왜이러죠? 원래 기량 미달 이었나요 ? 
195	2020-08-26	2020-08-26	18:34:00	수비할 자리가 없다 	구자욱 
196	2020-08-26	2020-08-26	18:34:00	구자욱 경산가서 정비좀시키자 	어제도 지.랄하더만 시작부터 수비 불안하네타격도안되 수비도안되구자욱은 왜안내리는지 
197	2020-08-26	2020-08-26	18:34:00	주심 	홍창기 5구 삼진이였다. 주심 손이 올라가다가 콜은 안하네ㅠㅠ 
198	2020-08-26	2020-08-26	18:33:00	자욱이는 좌익수 안되겠다 	기본적인 타구판단이 안되네 
199	2020-08-26	2020-08-26	18:06:00	팔카 메기 효과를 보려면 	  팔카가 메기 효과를 보려면 눈먼곤 같은 방출대상 땅볼 머신 똑딱이를 선발에 넣을게 아니라 아직 완성되지 않은 거포 유형 선수들 즉 김동엽, 이성곤 같은 선수들을 팔카 뒤에 넣어서 메기 효과로 성장 시켜야 한다 뛰는 야구, 수비 중심 야구도 필요할때는 있겠지만 이두요소에 의존해서는 절대 가을 야구를 하지 못한다 기본적으로 승리하려면 타격, 특히 장타력이 조화를 이루어야 다른 요소들도 시너지 효과를 낸다 기본적으로 함량 미달인 감독이 이말을 알아들을지는 모르겠지만.  
200	2020-08-26	2020-08-26	17:14:00	사회적 거리두기 3단계면? 	무관중이어도 프로야구 올스톱되는건가요? 
201	2020-08-26	2020-08-26	16:40:00	주전 줄 부상은 예상된 수순아닌가? 	고정된 포지션없이 이리저리 굴리는대 부상 없는게 더 이상한거지 
202	2020-08-26	2020-08-26	16:09:00	결과적으로 말하면, 어제도 팔카 한방 아니였으면 후반에 1점 도 못내고 졌겠죠. 	이러니 한방 타자가 필요하다는거지. 바로 승리로연결되잖아. 팔카 한방 아니였으면무슨 수로 1점을 냈을까?그냥 또 늘상처럼 역전패 당했겠지 
203	2020-08-26	2020-08-26	15:54:00	오늘 선발 허윤동 뷰캐넌아녀? 	뷰캐넌 또 꽤병인가? 순서바꾸기하면서 원태인과 최채흥 골탕먹인 적이 있어서리 
204	2020-08-26	2020-08-26	15:10:00	수준미달 박계범 유격으로보내고 	수준높은 잔멸치 3루로 보내라글구 잔멸치 수비가 안되면투수 공이라도 좀 많이 던지게 해라타격은초구 땅볼 수비는 아슬아슬그라고도 동료들 한테 안미안하나 
205	2020-08-26	2020-08-26	12:47:00	2군순위 남부리그 6개팀 중 4위 	시즌 초에 1~2위를 다투다 시즌 중반에 많이 패해서 지금은 4위.1군에 있는 선수 중 2군에 있어야할 선수들이 1군에 많이 올라와있다보니 2군 선수층이 옅어졌음.특히 허윤동, 이승민은 1군에 와서 많이 맞고나서 자신감을 잃어서인지 2군에 돌아가서도 헤매고 있음. 
206	2020-08-26	2020-08-26	12:35:00	태풍으로 취소되길 	윤동이로는 힘들다타자들도 방맹이가 무뎌져있다원석이 상수자욱이 등하루쉬면서 회복할시간 가져라. 
207	2020-08-26	2020-08-26	11:39:00	라이벌 	 삼성 라이온즈김상수가유격수로 있을때는 팀내경쟁상대가 없었기때문에   게을리해소한국시리즈에서우승을 게속해서우승했기때문에 자만심가지고 흔련을 게을리한같습니다 지금은작년부터2루수로 바꾸고나서 장신차린것 같습니다 이학주도 메이저리그에갔다온긍지도버리고 초심으로  돌아온다면  역경을  그복할수있을거라고 생각합나다 전이승엽선수홈런왕으로 발전할수가 있는것은  우우 그리고심정수가 있어기 때문에 이를 악물고 노력해서 지금전설가는 존재가 되어잖아요 사람은 라이벌이 있어야 발전합니다 이학주도 잘못하다가 유격수 김상수꼴 납니다   
208	2020-08-26	2020-08-26	10:42:00	다른팀에게는 몰라도 중1리에게 상납 경기 용서 안된다 	태풍북상으로 취소각이라 사기진작 차원으로이해하겠다마는 담 엘지 경기는 최선을 다해 잡아라멸치타선의 일등공신 중1리 내년에는 야구판에서 안볼수 있도록 해다오 
209	2020-08-26	2020-08-26	09:39:00	신인 2차1라운드 지명 	김동주(190/95,우우 투수),이용준(183/90,우우 투수),정민규(183/85,좌좌 유격수)3명중 한명 지명 (개인적으로는 정민규 희망합니다) 프로와서 가장 잘할가능성이 높은 선수는 이용준 입니다만 대형 신인타자가 너무 없어서 이번엔타자 지명 기대합니다 
210	2020-08-26	2020-08-26	09:38:00	허 감독, 가을야구를 하고 싶다면... 	 허 감독, 가을야구를 하고 싶다면...     내 말을 들어보시오.     타선.     라인업 공부 그만하시고 특별한 일이 없으면 다음과 같이 고정으로 가시오. 김상수(4)-구자욱(7)-박해민(8,3)-팔카(지,3)-강민호(2,지)-김헌곤(9)-이원석(3,5,지)-김지찬(6)-최영진(5,3) *최영진 : 재활 마무리 단계. 늦어도 9월 중순까지는 콜업 가능? 최영진 복귀 전까지 3루수로 김호재, 김재현 등 기용.     그리고, 박계범, 김동엽은 1타석 대타자로만 쓰고 (박계범은 가급적 수비수로 기용하지 말 것) 이성규는 가급적 대수비, 대주자로 기용하고  포수는 강민호, 권정웅으로 가고 3명으로 가려면 보유 자원 중에 타격이 가장 좋은 1명을 올리시오.     이학주는 김지찬 백업 및 이기고 있는 경기에 수비수로, 박승규는 박해민 백업 및 대수비, 대주자로 기용하고 최영진은 최소 3이닝 이상 매경기 꾸준하게 출장하도록 하는데, 3루수로 기용하고 가급적 2타석 이상 기용하시오.     마운드 지금 상황에서 선발 마운드의 주된 맥락은 대부분 같은 견해일 것이고, 오승환을 반드시 마무리로 쓴다는 생각은 버리고, 우규민, 심창민, 오승환 3인 집단체제(상황에 따라 가장 적절한 사람이 먼저 등판)로 가도록 하고, 최지광, 장필준, 김윤수, 이승현 등을 필승조로 운영하며, 윤성환과 권오준은 볼파크로 내리고 그들을 등판시켜야 할 상황이라면 루키들에게 경험을 쌓는 기회를 주시도록.     마지막으로 타코 이영수는 노크만 치도록 하고 (타자 손대지 말도록) 투코 정현욱은 2군의 조규제 투코와 임무 교대 배터리코치 이정식과 강민호 사이의 협업(?)관계에는 분명히 문제가 있는데 이에 대한 처방은 반드시 필요하고. 2군의 김종훈 타코를 1군에 올려 주요 선수들의 타격 관리를 하도록 배치하시오.     정말 마지막으로 인터뷰(노출되지 않는 개인적인 인터뷰 포함) 줄이고 (특히 특정기자에게 팀의 영업 비밀 발설 금지) 작전 줄이고 (뻔한 작전은 이제 그만) 더욱 겸손하게 하시오. (2군에서 보고를 받았다는 등의 건방 떨지말고, 2군 지도자들의 이야기에 따르면 등 듣기 좋은 말 많잖아요?)     <2020. 8. 26. 晩聳.>  
211	2020-08-26	2020-08-26	09:18:00	이번주는 무조건 전승을 하고 다음주 부터 7할 승률을 보여야 희망이 있을듯... 	 팔카 조금 듬직하더군요...러프와 비슷해 보이거나 오히려 더 침착해 보이는것이 아주 든든합니다. 마지막 40퍼센트 경기 일정 악으로 깡으로 임하여 한국프로야구사에서 최고의 기적을 보여주는 삼성라이온즈가 되길 바래봅니다 <^&^>  
212	2020-08-26	2020-08-26	09:03:00	한명도 없다 	정상적인 타격감을 가지고있는 선수는한명도 없다모두다 근근히 생명을 유지하고 있는 꼴이다구단을 초토화시키고 있네대단하다 
213	2020-08-26	2020-08-26	04:16:00	구자욱과 이원석이 홈런감을 잃었다(똑딱이 버전) 	작년 이원석과 구자욱 이둘이 20홈런과 15홈런에 2019시즌을 마감했다 그럼에도 불고하고 이둘이 2020년에둘이 각각 8개에 그쳤다 맞추는걸 늘리려고 장타를 포기한거 같다(내생각) 맞추는건 좋지만 국내 진정한 홈런타자가 없어 팀이 매우 어려운 상황을 겪고 있기 때문에오재일을 영입하고 성규를 잘키워야한다 
